Company_Name,City,Product_Requirement,Est_Consumption_Kg,Status
Baria-Gopal Refineries,Kochi,Manganese Sulphate,1248,Discussion Stage
"Chacko, Raghavan and Vala Refineries",Hyderabad,Lithium Carbonate,2021,Sample Requested
Cherian-Prashad Refineries,Hosur,Manganese Sulphate,4719,Sample Requested
Sarkar Inc Refineries,Chennai,Lithium Carbonate,4969,Contacted
"Sengupta, Devan and Mistry Refineries",Coimbatore,Lithium Carbonate,3302,Leads Generated
Rastogi LLC Refineries,Visakhapatnam,Nickel Sulphate,3505,Leads Generated
Atwal-Sekhon Refineries,Chennai,Cobalt Sulphate,3276,Contacted
Chakrabarti-Oak Refineries,Bengaluru,Lithium Carbonate,2665,Leads Generated
Suresh and Sons Refineries,Bengaluru,Manganese Sulphate,1746,Contacted
Lall-Lanka Refineries,Kochi,Nickel Sulphate,3558,Leads Generated
"Kapadia, Nair and Balan Refineries",Visakhapatnam,Manganese Sulphate,3547,Discussion Stage
Sagar PLC Refineries,Chennai,Cobalt Sulphate,2484,Sample Requested
"Oommen, Prakash and Subramanian Refineries",Bengaluru,Manganese Sulphate,1608,Leads Generated
Bansal-Verma Refineries,Hosur,Manganese Sulphate,4945,LOI Received
"Wagle, Narang and Loke Refineries",Hosur,Lithium Carbonate,3473,Discussion Stage
Mammen-Gill Refineries,Visakhapatnam,Manganese Sulphate,3023,Contacted
Kala-Talwar Refineries,Hyderabad,Cobalt Sulphate,1679,Contacted
"Mane, Vaidya and Kumer Refineries",Coimbatore,Nickel Sulphate,1208,Discussion Stage
Vala Inc Refineries,Hyderabad,Lithium Carbonate,1979,Leads Generated
Garg-Mittal Refineries,Visakhapatnam,Nickel Sulphate,2224,Contacted
"Wason, De and Seshadri Refineries",Visakhapatnam,Lithium Carbonate,532,Leads Generated
Walla Ltd Refineries,Kochi,Nickel Sulphate,4472,Contacted
Khanna-Singh Refineries,Visakhapatnam,Manganese Sulphate,2197,Sample Requested
Khanna Inc Refineries,Kochi,Cobalt Sulphate,583,Leads Generated
Karpe Ltd Refineries,Bengaluru,Nickel Sulphate,1767,Contacted
"Prakash, Kant and Patel Refineries",Bengaluru,Manganese Sulphate,3001,Contacted
Batra LLC Refineries,Kochi,Manganese Sulphate,4381,Leads Generated
"Dixit, Savant and Mannan Refineries",Kochi,Nickel Sulphate,1524,Contacted
"Lalla, Wason and Basak Refineries",Kochi,Lithium Carbonate,1406,Leads Generated
Kohli-Ahuja Refineries,Hosur,Manganese Sulphate,4205,Leads Generated
Chada-Mangal Refineries,Hosur,Manganese Sulphate,877,Contacted
Buch-Biswas Refineries,Kochi,Cobalt Sulphate,1953,Contacted
Krishnamurthy-Mohan Refineries,Hyderabad,Lithium Carbonate,2594,Leads Generated
Prashad Ltd Refineries,Visakhapatnam,Manganese Sulphate,3327,Leads Generated
Bhat-Kothari Refineries,Chennai,Lithium Carbonate,530,Contacted
Pillay-Reddy Refineries,Visakhapatnam,Manganese Sulphate,3742,Contacted
Sekhon-Choudhry Refineries,Kochi,Lithium Carbonate,1185,Leads Generated
Iyengar Group Refineries,Chennai,Manganese Sulphate,3569,Contacted
Kulkarni-Warrior Refineries,Kochi,Cobalt Sulphate,1584,Leads Generated
Parsa Group Refineries,Hyderabad,Nickel Sulphate,2212,Leads Generated
Soni-Gill Refineries,Chennai,Cobalt Sulphate,956,Sample Requested
Sur Inc Refineries,Visakhapatnam,Manganese Sulphate,539,Sample Requested
"Barad, Kota and Varghese Refineries",Visakhapatnam,Manganese Sulphate,2191,Leads Generated
Mohan-Bhasin Refineries,Kochi,Lithium Carbonate,2574,Sample Requested
Radhakrishnan Group Refineries,Bengaluru,Cobalt Sulphate,3003,Leads Generated
"Mani, Trivedi and Trivedi Refineries",Coimbatore,Nickel Sulphate,4963,Sample Requested
Golla-Saini Refineries,Hyderabad,Nickel Sulphate,3256,Discussion Stage
Chhabra-Magar Refineries,Hyderabad,Nickel Sulphate,898,Contacted
Venkatesh-Mohanty Refineries,Hosur,Cobalt Sulphate,1212,Contacted
"Golla, Tank and Kalla Refineries",Hyderabad,Manganese Sulphate,2054,LOI Received
"Batra, Yogi and Kothari Refineries",Visakhapatnam,Lithium Carbonate,3503,LOI Received
Kade-Seth Refineries,Visakhapatnam,Lithium Carbonate,1094,Contacted
Nair-Nanda Refineries,Coimbatore,Manganese Sulphate,2258,Contacted
Bobal-Chandran Refineries,Coimbatore,Lithium Carbonate,1410,Leads Generated
Som PLC Refineries,Coimbatore,Manganese Sulphate,622,Leads Generated
"Nagi, Sane and Misra Refineries",Chennai,Manganese Sulphate,3203,Contacted
Venkataraman and Sons Refineries,Coimbatore,Cobalt Sulphate,4967,Discussion Stage
Bedi PLC Refineries,Coimbatore,Manganese Sulphate,786,Leads Generated
Kadakia LLC Refineries,Hyderabad,Lithium Carbonate,4524,Contacted
Deshmukh-Virk Refineries,Chennai,Cobalt Sulphate,4899,Contacted
Krishna-Loyal Refineries,Hyderabad,Nickel Sulphate,781,Leads Generated
"Srinivas, Garde and Chaudhari Refineries",Hosur,Cobalt Sulphate,2840,LOI Received
Walia-Grewal Refineries,Bengaluru,Nickel Sulphate,555,Leads Generated
"Pillay, Desai and Gour Refineries",Visakhapatnam,Manganese Sulphate,2192,Discussion Stage
Bumb PLC Refineries,Visakhapatnam,Manganese Sulphate,4964,Leads Generated
"Sen, Mishra and Mutti Refineries",Chennai,Lithium Carbonate,3233,Leads Generated
"Khosla, Hora and Raj Refineries",Hosur,Lithium Carbonate,1999,Contacted
Dugar and Sons Refineries,Chennai,Manganese Sulphate,3509,Contacted
"Kuruvilla, Suresh and Chad Refineries",Visakhapatnam,Lithium Carbonate,3161,Sample Requested
"Sant, Kaul and Roy Refineries",Kochi,Lithium Carbonate,1916,Contacted
"Kibe, Varughese and Hegde Refineries",Bengaluru,Nickel Sulphate,4825,Sample Requested
"Narula, Padmanabhan and Shroff Refineries",Visakhapatnam,Lithium Carbonate,4460,Discussion Stage
"Mutti, More and Khalsa Refineries",Chennai,Manganese Sulphate,4387,Leads Generated
Gour-Luthra Refineries,Coimbatore,Nickel Sulphate,3517,Leads Generated
"Sridhar, Sami and Prasad Refineries",Bengaluru,Manganese Sulphate,1682,Contacted
Tailor Ltd Refineries,Kochi,Manganese Sulphate,2534,Leads Generated
Vora-Sani Refineries,Coimbatore,Manganese Sulphate,915,Contacted
Loyal Inc Refineries,Visakhapatnam,Lithium Carbonate,1878,Contacted
"Jha, Badal and Tank Refineries",Hosur,Cobalt Sulphate,4941,Leads Generated
Pall Inc Refineries,Kochi,Nickel Sulphate,2873,Sample Requested
Baral LLC Refineries,Visakhapatnam,Cobalt Sulphate,4759,Discussion Stage
"Bhattacharyya, De and Muni Refineries",Chennai,Manganese Sulphate,1209,Contacted
"Gade, Dugar and Warrior Refineries",Bengaluru,Lithium Carbonate,1520,Leads Generated
Hayre Inc Refineries,Visakhapatnam,Nickel Sulphate,2697,Sample Requested
Bansal-Dara Refineries,Hyderabad,Manganese Sulphate,4746,Contacted
"Doctor, Mahajan and Patil Refineries",Kochi,Manganese Sulphate,904,Contacted
Khosla-Edwin Refineries,Hosur,Manganese Sulphate,1781,Discussion Stage
"Borah, Varghese and Pandit Refineries",Visakhapatnam,Nickel Sulphate,1196,Leads Generated
Ram PLC Refineries,Hyderabad,Lithium Carbonate,2362,Discussion Stage
"Palla, Sen and Ganesh Refineries",Hosur,Manganese Sulphate,1144,Sample Requested
Agarwal LLC Refineries,Hosur,Cobalt Sulphate,2724,Discussion Stage
Rana and Sons Refineries,Coimbatore,Cobalt Sulphate,3054,LOI Received
Buch-Solanki Refineries,Visakhapatnam,Lithium Carbonate,3846,Discussion Stage
Choudhary-Raju Refineries,Chennai,Nickel Sulphate,559,Leads Generated
"Vohra, Raval and Prasad Refineries",Bengaluru,Cobalt Sulphate,797,Discussion Stage
"Kari, Patla and Mallick Refineries",Bengaluru,Nickel Sulphate,3854,LOI Received
"Loke, Narang and Mohanty Refineries",Hosur,Manganese Sulphate,4718,Sample Requested
Dara-Gera Refineries,Hyderabad,Lithium Carbonate,4211,Sample Requested
Din-Sundaram Refineries,Kochi,Lithium Carbonate,897,LOI Received
Ratti and Sons Refineries,Chennai,Manganese Sulphate,1476,Contacted
"Oommen, Dugar and Kala Refineries",Hosur,Manganese Sulphate,3189,LOI Received
Lall Ltd Refineries,Chennai,Nickel Sulphate,1628,Contacted
"Dash, Nagarajan and Sha Refineries",Coimbatore,Manganese Sulphate,1676,Leads Generated
Aurora and Sons Refineries,Chennai,Lithium Carbonate,1389,Discussion Stage
"Sarna, Gera and Dewan Refineries",Bengaluru,Manganese Sulphate,3617,Contacted
Chhabra-Tara Refineries,Visakhapatnam,Manganese Sulphate,4394,Leads Generated
Balay Ltd Refineries,Hosur,Manganese Sulphate,2134,Sample Requested
Dyal Group Refineries,Chennai,Cobalt Sulphate,3842,Contacted
Kara-Ravel Refineries,Chennai,Nickel Sulphate,4794,Sample Requested
"Jha, Keer and Gandhi Refineries",Hyderabad,Lithium Carbonate,3667,Discussion Stage
Yadav-Ramanathan Refineries,Coimbatore,Nickel Sulphate,690,Leads Generated
Sengupta PLC Refineries,Bengaluru,Nickel Sulphate,2061,LOI Received
Deo LLC Refineries,Chennai,Manganese Sulphate,3818,Contacted
Rau-Cherian Refineries,Kochi,Lithium Carbonate,4925,Leads Generated
Dora-Pradhan Refineries,Chennai,Cobalt Sulphate,4678,Contacted
Sanghvi and Sons Refineries,Visakhapatnam,Manganese Sulphate,2344,Leads Generated
Sani-Bhargava Refineries,Hosur,Manganese Sulphate,2012,Leads Generated
Om-Dutt Refineries,Hyderabad,Lithium Carbonate,1397,Discussion Stage
Mukhopadhyay-Parmar Refineries,Bengaluru,Cobalt Sulphate,953,Leads Generated
Muni-Borde Refineries,Bengaluru,Cobalt Sulphate,4646,Discussion Stage
Saxena Group Refineries,Coimbatore,Cobalt Sulphate,1210,Discussion Stage
Khatri Inc Refineries,Coimbatore,Cobalt Sulphate,3293,Contacted
Keer LLC Refineries,Bengaluru,Nickel Sulphate,2328,Sample Requested
"Aggarwal, Sekhon and Banik Refineries",Bengaluru,Nickel Sulphate,4562,Contacted
Kurian-Mohan Refineries,Bengaluru,Nickel Sulphate,2467,LOI Received
Grewal PLC Refineries,Visakhapatnam,Nickel Sulphate,2187,Contacted
Char LLC Refineries,Kochi,Cobalt Sulphate,3759,Contacted
Magar-Prakash Refineries,Chennai,Lithium Carbonate,4283,Leads Generated
"Sunder, Oak and Pillay Refineries",Hosur,Manganese Sulphate,2195,Leads Generated
Verma-Purohit Refineries,Bengaluru,Cobalt Sulphate,1389,Leads Generated
Dar Group Refineries,Coimbatore,Lithium Carbonate,4063,Contacted
"Kaur, Mahajan and Raj Refineries",Hyderabad,Nickel Sulphate,3526,Leads Generated
Doctor Ltd Refineries,Coimbatore,Nickel Sulphate,2675,Contacted
Oak-Chana Refineries,Bengaluru,Lithium Carbonate,4381,Leads Generated
Kari Inc Refineries,Kochi,Lithium Carbonate,2548,Sample Requested
"Kapadia, Lala and Khatri Refineries",Chennai,Cobalt Sulphate,2248,Leads Generated
"Dutta, Vohra and Sachdeva Refineries",Hyderabad,Manganese Sulphate,3680,Leads Generated
Lal LLC Refineries,Coimbatore,Manganese Sulphate,2931,Contacted
Verma-Parsa Refineries,Hosur,Manganese Sulphate,1517,Leads Generated
Mahajan-Dugar Refineries,Visakhapatnam,Cobalt Sulphate,3173,Contacted
"Singhal, Zacharia and Dhar Refineries",Chennai,Manganese Sulphate,1394,Leads Generated
Dewan-Gola Refineries,Visakhapatnam,Nickel Sulphate,3723,Leads Generated
"Kibe, Naik and Goel Refineries",Chennai,Nickel Sulphate,528,Contacted
"Parmer, Mody and Lata Refineries",Coimbatore,Nickel Sulphate,4065,Leads Generated
"Prabhakar, Comar and Khurana Refineries",Coimbatore,Manganese Sulphate,1069,Leads Generated
"Chada, Ramesh and Lal Refineries",Visakhapatnam,Cobalt Sulphate,2555,Contacted
Pathak-Dugal Refineries,Coimbatore,Lithium Carbonate,2243,Leads Generated
"Ganesh, Mahajan and Krish Refineries",Bengaluru,Lithium Carbonate,3685,Discussion Stage
Ghosh and Sons Refineries,Chennai,Manganese Sulphate,4891,Sample Requested
Vyas Ltd Refineries,Bengaluru,Lithium Carbonate,1508,Leads Generated
"Manne, Bahri and Varghese Refineries",Bengaluru,Nickel Sulphate,4402,Contacted
Mittal-Garg Refineries,Chennai,Cobalt Sulphate,1915,Discussion Stage
Narayanan-Banik Refineries,Hosur,Nickel Sulphate,3236,Contacted
Ray-Chad Refineries,Chennai,Lithium Carbonate,1789,Contacted
Bal LLC Refineries,Hyderabad,Nickel Sulphate,2859,LOI Received
"Sani, Ben and Salvi Refineries",Hyderabad,Manganese Sulphate,1046,Leads Generated
Khatri PLC Refineries,Kochi,Nickel Sulphate,2604,Leads Generated
Venkataraman Ltd Refineries,Hosur,Manganese Sulphate,2781,Leads Generated
"Prabhakar, Date and Vaidya Refineries",Bengaluru,Cobalt Sulphate,4822,Contacted
"Savant, Bhakta and Vohra Refineries",Bengaluru,Manganese Sulphate,914,Sample Requested
"Gupta, Khatri and Datta Refineries",Kochi,Lithium Carbonate,3604,Discussion Stage
Nadig and Sons Refineries,Chennai,Lithium Carbonate,4823,Sample Requested
Kata-Sridhar Refineries,Hyderabad,Manganese Sulphate,1369,Sample Requested
"Kata, Kuruvilla and Mani Refineries",Hosur,Cobalt Sulphate,2526,Leads Generated
Dara and Sons Refineries,Chennai,Cobalt Sulphate,3786,Contacted
Devan-Mohanty Refineries,Hyderabad,Nickel Sulphate,2808,Leads Generated
Acharya Group Refineries,Hyderabad,Manganese Sulphate,1924,Discussion Stage
Tella Inc Refineries,Kochi,Lithium Carbonate,669,Leads Generated
Desai Group Refineries,Bengaluru,Cobalt Sulphate,4348,Leads Generated
"Gour, Shere and Arora Refineries",Chennai,Lithium Carbonate,756,Contacted
"Khosla, Rajan and Gola Refineries",Hosur,Lithium Carbonate,2005,Contacted
Chakraborty Inc Refineries,Hyderabad,Manganese Sulphate,1139,Contacted
"Sani, Rajagopalan and D’Alia Refineries",Coimbatore,Lithium Carbonate,3219,Contacted
Suresh Inc Refineries,Hyderabad,Manganese Sulphate,3266,Contacted
Choudhry-Setty Refineries,Hyderabad,Cobalt Sulphate,761,Leads Generated
Sibal Group Refineries,Hosur,Lithium Carbonate,1300,Discussion Stage
"Tripathi, Devan and Deshpande Refineries",Bengaluru,Manganese Sulphate,719,Contacted
"Goyal, Jani and Shenoy Refineries",Chennai,Cobalt Sulphate,2234,Sample Requested
Rama LLC Refineries,Kochi,Cobalt Sulphate,865,Leads Generated
More Ltd Refineries,Kochi,Lithium Carbonate,1661,Leads Generated
Murthy-Mutti Refineries,Kochi,Nickel Sulphate,1249,Leads Generated
Purohit PLC Refineries,Chennai,Cobalt Sulphate,3183,Sample Requested
"Toor, Deshpande and Krishna Refineries",Chennai,Cobalt Sulphate,3153,Contacted
Sangha-Nori Refineries,Hosur,Cobalt Sulphate,4808,Leads Generated
Kuruvilla PLC Refineries,Bengaluru,Lithium Carbonate,1554,Leads Generated
Pillai-Gupta Refineries,Kochi,Lithium Carbonate,3394,Contacted
Chowdhury and Sons Refineries,Visakhapatnam,Lithium Carbonate,655,Contacted
Aurora-Hans Refineries,Coimbatore,Cobalt Sulphate,4669,Contacted
"Baral, Muni and Chakrabarti Refineries",Chennai,Manganese Sulphate,2135,Discussion Stage
Andra LLC Refineries,Hosur,Nickel Sulphate,1040,Contacted
Raman Ltd Refineries,Chennai,Cobalt Sulphate,2369,Discussion Stage
Kadakia-Chaudhary Refineries,Hyderabad,Manganese Sulphate,3638,Contacted
"Soman, Chandra and Gera Refineries",Chennai,Lithium Carbonate,978,Contacted
Dhaliwal-Nigam Refineries,Coimbatore,Lithium Carbonate,2287,LOI Received
Chandra PLC Refineries,Kochi,Cobalt Sulphate,1221,Discussion Stage
Srinivas-Parsa Refineries,Kochi,Nickel Sulphate,2999,Leads Generated
Kale PLC Refineries,Hosur,Cobalt Sulphate,4158,Leads Generated
"Mohanty, Setty and Barad Refineries",Visakhapatnam,Nickel Sulphate,4248,Sample Requested
Dube and Sons Refineries,Hyderabad,Nickel Sulphate,4596,Leads Generated
"Dugar, Pai and Manne Refineries",Coimbatore,Manganese Sulphate,570,Leads Generated
Soni-Dhillon Refineries,Coimbatore,Lithium Carbonate,913,Leads Generated
Thaker Inc Refineries,Coimbatore,Nickel Sulphate,4804,Leads Generated
"Sibal, Ghosh and Lall Refineries",Coimbatore,Lithium Carbonate,4278,Sample Requested
Dhillon-Walla Refineries,Hyderabad,Lithium Carbonate,4657,Leads Generated
"Pandit, Tiwari and Kumer Refineries",Bengaluru,Nickel Sulphate,4494,Sample Requested
Thakkar Group Refineries,Chennai,Manganese Sulphate,2399,Discussion Stage
"Balan, Rajagopalan and Vig Refineries",Kochi,Cobalt Sulphate,2755,LOI Received
Mangat-Ghose Refineries,Chennai,Cobalt Sulphate,2469,Leads Generated
Raman-Mander Refineries,Bengaluru,Nickel Sulphate,3834,Discussion Stage
Walla Group Refineries,Coimbatore,Cobalt Sulphate,2277,Contacted
Dugar-Sarin Refineries,Coimbatore,Cobalt Sulphate,4036,Leads Generated
Ghose-Sastry Refineries,Hosur,Manganese Sulphate,1406,Leads Generated
Sehgal-Dubey Refineries,Bengaluru,Nickel Sulphate,2477,Contacted
Nadig Inc Refineries,Bengaluru,Nickel Sulphate,512,Contacted
"Dua, Sabharwal and Jayaraman Refineries",Visakhapatnam,Manganese Sulphate,1147,Leads Generated
"Brahmbhatt, Bhagat and Bava Refineries",Kochi,Manganese Sulphate,3208,Leads Generated
Loyal-Keer Refineries,Kochi,Manganese Sulphate,2042,Discussion Stage
Nagy-Ben Refineries,Kochi,Manganese Sulphate,4832,Leads Generated
Mall-Ram Refineries,Kochi,Nickel Sulphate,4934,Discussion Stage
Mistry Group Refineries,Visakhapatnam,Lithium Carbonate,2248,Contacted
"Ray, Krishnamurthy and Pingle Refineries",Hyderabad,Cobalt Sulphate,4440,Contacted
"Thaman, Chawla and Sabharwal Refineries",Chennai,Nickel Sulphate,1480,Leads Generated
Samra-Sant Refineries,Coimbatore,Manganese Sulphate,2243,Discussion Stage
Walla and Sons Refineries,Kochi,Cobalt Sulphate,4041,Discussion Stage
"Wagle, Choudhury and Sodhi Refineries",Hyderabad,Lithium Carbonate,2176,Leads Generated
"Patla, Chadha and Mand Refineries",Kochi,Manganese Sulphate,2110,Leads Generated
"Kapur, Raj and Kurian Refineries",Bengaluru,Manganese Sulphate,1686,Discussion Stage
Buch-Bhat Refineries,Bengaluru,Lithium Carbonate,3046,Discussion Stage
Sarna Ltd Refineries,Bengaluru,Nickel Sulphate,2653,Leads Generated
Baral-Khare Refineries,Hyderabad,Lithium Carbonate,3590,Leads Generated
"Madan, Banerjee and Rao Refineries",Coimbatore,Cobalt Sulphate,4858,Contacted
Sastry and Sons Refineries,Bengaluru,Lithium Carbonate,2167,Contacted
Bhagat Group Refineries,Kochi,Cobalt Sulphate,2131,Leads Generated
Ganesan-Merchant Refineries,Coimbatore,Manganese Sulphate,2753,Leads Generated
Nagy-Bhasin Refineries,Visakhapatnam,Manganese Sulphate,3478,Contacted
"Char, Shroff and Karan Refineries",Hyderabad,Nickel Sulphate,1794,Contacted
"Ravel, Kapadia and Hayer Refineries",Kochi,Manganese Sulphate,3670,Discussion Stage
Amble PLC Refineries,Hyderabad,Manganese Sulphate,3031,Contacted
"Bandi, Swamy and Baria Refineries",Bengaluru,Nickel Sulphate,3242,Contacted
Vala-Shankar Refineries,Bengaluru,Lithium Carbonate,988,Contacted
Chana-Saini Refineries,Kochi,Nickel Sulphate,3317,Contacted
Butala LLC Refineries,Hosur,Manganese Sulphate,4645,Contacted
Nazareth-Krish Refineries,Visakhapatnam,Lithium Carbonate,3393,Leads Generated
Savant and Sons Refineries,Hyderabad,Cobalt Sulphate,2921,Leads Generated
Raman Group Refineries,Hosur,Lithium Carbonate,2515,Contacted
Chand PLC Refineries,Coimbatore,Lithium Carbonate,4685,Leads Generated
"Cheema, Aurora and Acharya Refineries",Hyderabad,Manganese Sulphate,1172,Leads Generated
Sharaf Group Refineries,Hosur,Cobalt Sulphate,923,Leads Generated
Lad LLC Refineries,Bengaluru,Nickel Sulphate,4587,Discussion Stage
Nath Ltd Refineries,Chennai,Cobalt Sulphate,1094,Contacted
Lad Group Refineries,Hosur,Manganese Sulphate,4031,Leads Generated
Panchal-Chadha Refineries,Chennai,Lithium Carbonate,4649,Discussion Stage
Luthra Group Refineries,Kochi,Cobalt Sulphate,4112,Discussion Stage
"Mittal, Khanna and Bobal Refineries",Visakhapatnam,Manganese Sulphate,4982,Sample Requested
"Tara, Parekh and Chaudhuri Refineries",Hyderabad,Cobalt Sulphate,1863,Contacted
Cherian and Sons Refineries,Kochi,Manganese Sulphate,656,Discussion Stage
Hegde-Bhakta Refineries,Hyderabad,Cobalt Sulphate,2248,Discussion Stage
"Sarma, Dubey and Hans Refineries",Visakhapatnam,Lithium Carbonate,1382,Discussion Stage
Ray-Shetty Refineries,Kochi,Lithium Carbonate,866,Contacted
"Bawa, Parekh and Bhavsar Refineries",Kochi,Lithium Carbonate,3545,Discussion Stage
"Mand, Ray and Datta Refineries",Kochi,Nickel Sulphate,4030,LOI Received
"Apte, Kibe and Setty Refineries",Coimbatore,Cobalt Sulphate,4596,Leads Generated
Madan and Sons Refineries,Visakhapatnam,Nickel Sulphate,1321,Leads Generated
"Dalal, Luthra and Tara Refineries",Hyderabad,Manganese Sulphate,2316,Discussion Stage
"Sami, Malhotra and Kohli Refineries",Hosur,Lithium Carbonate,3131,Discussion Stage
Nair Group Refineries,Visakhapatnam,Nickel Sulphate,586,Leads Generated
"Iyer, Nagi and Narang Refineries",Hyderabad,Manganese Sulphate,2916,Sample Requested
Keer-Anne Refineries,Coimbatore,Cobalt Sulphate,1120,Leads Generated
Bhavsar-Lanka Refineries,Bengaluru,Lithium Carbonate,1757,Sample Requested
Thakkar-Lad Refineries,Visakhapatnam,Lithium Carbonate,1560,LOI Received
"Dugar, Boase and Datta Refineries",Coimbatore,Nickel Sulphate,1782,Contacted
Panchal-Bir Refineries,Hosur,Lithium Carbonate,1288,Discussion Stage
Dar-Ramanathan Refineries,Visakhapatnam,Cobalt Sulphate,4379,Sample Requested
Chakrabarti-Chaudry Refineries,Hosur,Nickel Sulphate,1447,Sample Requested
"Buch, Dugar and Ramaswamy Refineries",Coimbatore,Cobalt Sulphate,4113,Sample Requested
Arora-Taneja Refineries,Chennai,Cobalt Sulphate,1603,Leads Generated
Shanker-Tata Refineries,Visakhapatnam,Lithium Carbonate,4655,Discussion Stage
Dalal LLC Refineries,Chennai,Manganese Sulphate,4024,Sample Requested
Munshi-Gill Refineries,Kochi,Manganese Sulphate,4595,LOI Received
"Devan, Dasgupta and Bassi Refineries",Chennai,Lithium Carbonate,3476,Contacted
"Agrawal, Badami and Palla Refineries",Hosur,Nickel Sulphate,1826,Leads Generated
"Dewan, Sarin and Narayan Refineries",Hosur,Manganese Sulphate,2133,Leads Generated
"Sodhi, Loyal and Raman Refineries",Visakhapatnam,Nickel Sulphate,2063,Leads Generated
Chaudry-Pillay Refineries,Hyderabad,Nickel Sulphate,647,Contacted
Korpal Ltd Refineries,Hyderabad,Manganese Sulphate,2880,Sample Requested
"Sachdeva, Varma and Buch Refineries",Coimbatore,Lithium Carbonate,3661,Sample Requested
"Kapadia, Nayak and Mishra Refineries",Visakhapatnam,Cobalt Sulphate,1408,Leads Generated
Manne-Deshmukh Refineries,Visakhapatnam,Nickel Sulphate,1510,LOI Received
Borah-Deshmukh Refineries,Chennai,Manganese Sulphate,3976,Contacted
"Tara, Gokhale and Deol Refineries",Chennai,Lithium Carbonate,1860,Leads Generated
Uppal and Sons Refineries,Hosur,Cobalt Sulphate,3214,Contacted
Hari Group Refineries,Visakhapatnam,Cobalt Sulphate,1848,Contacted
Pillai Group Refineries,Visakhapatnam,Cobalt Sulphate,4630,Leads Generated
"Saini, Chander and Parsa Refineries",Visakhapatnam,Cobalt Sulphate,3852,Sample Requested
"Ray, Ravi and Mitter Refineries",Hosur,Manganese Sulphate,1576,Sample Requested
Barman-Mody Refineries,Kochi,Nickel Sulphate,4797,Contacted
Garde-Goswami Refineries,Visakhapatnam,Cobalt Sulphate,976,Leads Generated
"Sastry, Ben and Patel Refineries",Coimbatore,Manganese Sulphate,1236,Leads Generated
Raman Inc Refineries,Hyderabad,Manganese Sulphate,3937,Sample Requested
Keer Inc Refineries,Visakhapatnam,Manganese Sulphate,1057,Contacted
"More, Kala and Sachdeva Refineries",Visakhapatnam,Cobalt Sulphate,2763,Contacted
"Bajwa, Dua and Venkatesh Refineries",Coimbatore,Manganese Sulphate,1103,Contacted
Kanda PLC Refineries,Kochi,Manganese Sulphate,2519,Contacted
Agate-Grewal Refineries,Coimbatore,Manganese Sulphate,3321,Contacted
"Mukhopadhyay, Cherian and Anne Refineries",Chennai,Cobalt Sulphate,1905,Leads Generated
"Mody, Srinivas and Bansal Refineries",Visakhapatnam,Manganese Sulphate,4104,Contacted
Pandya-Chakraborty Refineries,Bengaluru,Cobalt Sulphate,1408,Contacted
Bala-Nayak Refineries,Hosur,Cobalt Sulphate,1150,Sample Requested
"Sahni, Hayre and Nadig Refineries",Chennai,Manganese Sulphate,3669,Leads Generated
"Salvi, Choudhary and Date Refineries",Coimbatore,Lithium Carbonate,660,Leads Generated
Parekh-Bava Refineries,Kochi,Lithium Carbonate,983,Discussion Stage
"Karpe, Reddy and Sengupta Refineries",Kochi,Nickel Sulphate,3552,Sample Requested
"Dube, Bal and Thaker Refineries",Visakhapatnam,Manganese Sulphate,1574,Contacted
Sem-Saini Refineries,Hyderabad,Nickel Sulphate,3389,Discussion Stage
Walla-Dixit Refineries,Hosur,Manganese Sulphate,2973,Leads Generated
"Natarajan, Garde and Sharaf Refineries",Visakhapatnam,Manganese Sulphate,1329,Contacted
Karnik-Dar Refineries,Kochi,Lithium Carbonate,2213,LOI Received
"Shan, Kala and Swamy Refineries",Hosur,Lithium Carbonate,747,Leads Generated
Kala LLC Refineries,Hyderabad,Manganese Sulphate,3613,Discussion Stage
"Ghosh, Manda and Joshi Refineries",Kochi,Nickel Sulphate,4334,Leads Generated
"Memon, Divan and Mitter Refineries",Hosur,Manganese Sulphate,4470,Contacted
Sem-Vyas Refineries,Bengaluru,Cobalt Sulphate,3006,Leads Generated
Pau LLC Refineries,Chennai,Lithium Carbonate,1599,Contacted
Zachariah-Parekh Refineries,Kochi,Nickel Sulphate,2460,Sample Requested
Sachar PLC Refineries,Bengaluru,Cobalt Sulphate,2542,Sample Requested
Hans LLC Refineries,Chennai,Lithium Carbonate,4615,Leads Generated
"Parsa, Chadha and Srivastava Refineries",Hosur,Manganese Sulphate,1915,Leads Generated
"Vala, Memon and Sampath Refineries",Hosur,Lithium Carbonate,1992,Contacted
Kulkarni PLC Refineries,Chennai,Lithium Carbonate,2271,Leads Generated
Devi Group Refineries,Hosur,Manganese Sulphate,3037,Contacted
"Trivedi, Golla and Palla Refineries",Hyderabad,Manganese Sulphate,2362,Leads Generated
"Lalla, Kunda and Shetty Refineries",Chennai,Lithium Carbonate,1401,Leads Generated
Choudhary-Morar Refineries,Hosur,Manganese Sulphate,643,Sample Requested
Mangal-Behl Refineries,Hosur,Lithium Carbonate,4883,Contacted
"Wable, Das and Samra Refineries",Kochi,Lithium Carbonate,504,Sample Requested
Ahuja PLC Refineries,Coimbatore,Nickel Sulphate,4248,Leads Generated
Gara PLC Refineries,Bengaluru,Cobalt Sulphate,524,Leads Generated
Ravel-Varty Refineries,Kochi,Cobalt Sulphate,2312,Leads Generated
Kaul and Sons Refineries,Kochi,Manganese Sulphate,1059,LOI Received
