Company_Name,City,Battery_Type,Est_Monthly_Kg,Status
Upadhyay-Lalla E-Waste Solutions,Coimbatore,EV Battery Packs,941,Contacted
"Sathe, Mutti and Krishnan E-Waste Solutions",Coimbatore,EV Battery Packs,1251,Contacted
Bakshi Ltd E-Waste Solutions,Kochi,E-Scooter,551,Contacted
Deol-Kumer E-Waste Solutions,Chennai,Laptop,626,Leads Generated
Karpe and Sons E-Waste Solutions,Chennai,Mobile Phone,999,Leads Generated
Patla-Pal E-Waste Solutions,Hyderabad,Mobile Phone,553,Leads Generated
Ratti LLC E-Waste Solutions,Coimbatore,E-Bike,187,Contacted
Khalsa LLC E-Waste Solutions,Bengaluru,EV Battery Packs,405,Leads Generated
"Ravel, Amble and Sibal E-Waste Solutions",Chennai,Laptop,680,Qualified
Deshmukh-Sibal E-Waste Solutions,Coimbatore,Mobile Phone,743,Leads Generated
"Bhatt, Bhattacharyya and Sarma E-Waste Solutions",Kochi,E-Bike,481,Contacted
Gade-Madan E-Waste Solutions,Hyderabad,Mobile Phone,1132,Leads Generated
"Parikh, Rajagopal and Modi E-Waste Solutions",Coimbatore,Laptop,1437,Qualified
Saraf-Ghose E-Waste Solutions,Chennai,Laptop,702,Qualified
"Dhawan, Nayar and Goswami E-Waste Solutions",Visakhapatnam,Laptop,989,Leads Generated
"Kadakia, Dar and Pillai E-Waste Solutions",Coimbatore,Laptop,1385,Interested
Kar-Thaker E-Waste Solutions,Coimbatore,E-Bike,747,Interested
"Lall, Kashyap and Jain E-Waste Solutions",Coimbatore,Mobile Phone,1077,Contacted
"Kanda, Parmer and Gill E-Waste Solutions",Hosur,E-Bike,620,Contacted
Agarwal-Karpe E-Waste Solutions,Visakhapatnam,Mobile Phone,1396,Contacted
Dugar-Kumar E-Waste Solutions,Kochi,EV Battery Packs,476,Leads Generated
Dubey-Pillay E-Waste Solutions,Kochi,E-Scooter,1113,Contacted
"Sha, Sule and Thakkar E-Waste Solutions",Bengaluru,E-Scooter,505,Contacted
Issac PLC E-Waste Solutions,Coimbatore,E-Bike,1340,Leads Generated
"Hayer, Dalal and Goel E-Waste Solutions",Hosur,E-Bike,1242,Leads Generated
Gopal Group E-Waste Solutions,Hyderabad,E-Scooter,818,Interested
"Choudhry, Kaul and Pall E-Waste Solutions",Hyderabad,Mobile Phone,1064,Contacted
Khosla-Tiwari E-Waste Solutions,Chennai,Laptop,526,Interested
"Patla, Bajaj and Kumar E-Waste Solutions",Coimbatore,Laptop,696,Qualified
Thakkar and Sons E-Waste Solutions,Bengaluru,E-Scooter,721,Leads Generated
Chad Inc E-Waste Solutions,Hyderabad,E-Scooter,604,Leads Generated
"Chacko, Sinha and Prabhu E-Waste Solutions",Visakhapatnam,E-Scooter,165,Contacted
"Korpal, Chakraborty and Lad E-Waste Solutions",Visakhapatnam,E-Bike,1260,Qualified
Gara and Sons E-Waste Solutions,Coimbatore,E-Bike,439,Qualified
Khatri-Oak E-Waste Solutions,Kochi,E-Bike,263,Qualified
Suresh-Gokhale E-Waste Solutions,Hyderabad,Mobile Phone,1381,Leads Generated
"Uppal, Narain and Tailor E-Waste Solutions",Kochi,EV Battery Packs,330,Interested
Suri Group E-Waste Solutions,Bengaluru,Mobile Phone,1476,Contacted
Devan-Mohanty E-Waste Solutions,Hyderabad,E-Bike,1109,LOI Received
Gaba-Vora E-Waste Solutions,Bengaluru,E-Scooter,653,Interested
"Gopal, Pillai and Halder E-Waste Solutions",Visakhapatnam,Laptop,1281,Qualified
Khanna Inc E-Waste Solutions,Hosur,E-Scooter,589,Qualified
Gade PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,701,Contacted
Barad Inc E-Waste Solutions,Hosur,Mobile Phone,1408,Interested
Mangal and Sons E-Waste Solutions,Coimbatore,EV Battery Packs,658,Contacted
Dhar-Venkataraman E-Waste Solutions,Kochi,Mobile Phone,1343,Contacted
Ratti Group E-Waste Solutions,Coimbatore,E-Scooter,1020,Contacted
"Patla, Peri and Karpe E-Waste Solutions",Chennai,E-Scooter,1213,Leads Generated
Talwar Inc E-Waste Solutions,Bengaluru,Mobile Phone,1431,Leads Generated
Garg Ltd E-Waste Solutions,Coimbatore,EV Battery Packs,1496,Leads Generated
Dass Ltd E-Waste Solutions,Hosur,Laptop,1381,Interested
Kaur-Khosla E-Waste Solutions,Kochi,E-Bike,306,Contacted
Garde-Manne E-Waste Solutions,Chennai,E-Scooter,409,Contacted
"Sule, Ramesh and Kibe E-Waste Solutions",Hosur,EV Battery Packs,1258,Qualified
Rau-Kar E-Waste Solutions,Hosur,E-Scooter,1003,Leads Generated
Barad PLC E-Waste Solutions,Hosur,EV Battery Packs,931,Contacted
Dey PLC E-Waste Solutions,Kochi,E-Bike,789,Contacted
Prasad Group E-Waste Solutions,Hyderabad,E-Scooter,1313,Contacted
"Sankaran, Nazareth and Kata E-Waste Solutions",Coimbatore,Mobile Phone,1153,Leads Generated
"Oak, Suri and Pingle E-Waste Solutions",Hosur,E-Scooter,999,Contacted
"Mann, Shroff and Rau E-Waste Solutions",Kochi,EV Battery Packs,143,Qualified
Muni-Shroff E-Waste Solutions,Hosur,Mobile Phone,187,Leads Generated
Chaudry LLC E-Waste Solutions,Kochi,E-Bike,258,Leads Generated
Aurora-Gulati E-Waste Solutions,Hyderabad,EV Battery Packs,667,Interested
Lata PLC E-Waste Solutions,Kochi,EV Battery Packs,653,Contacted
Tata Inc E-Waste Solutions,Coimbatore,E-Scooter,1142,Leads Generated
Dalal-Roy E-Waste Solutions,Visakhapatnam,E-Bike,398,Leads Generated
Nagar Ltd E-Waste Solutions,Chennai,E-Bike,779,Leads Generated
"Pandit, Mander and Kumer E-Waste Solutions",Coimbatore,E-Scooter,712,Interested
Gole-Kulkarni E-Waste Solutions,Coimbatore,Laptop,437,Qualified
Saxena-Bhardwaj E-Waste Solutions,Visakhapatnam,Laptop,1247,Contacted
Bal-Kala E-Waste Solutions,Bengaluru,E-Bike,472,Qualified
Bhatnagar PLC E-Waste Solutions,Hosur,Laptop,537,Leads Generated
"Badami, Sane and Sastry E-Waste Solutions",Visakhapatnam,Mobile Phone,1111,Qualified
"Date, Amble and Lala E-Waste Solutions",Hyderabad,Laptop,280,Leads Generated
"Kar, Bahri and Amble E-Waste Solutions",Hosur,Mobile Phone,1373,Qualified
"Varty, Gupta and Bava E-Waste Solutions",Visakhapatnam,EV Battery Packs,1064,Leads Generated
"Nath, Natt and Thakur E-Waste Solutions",Hyderabad,Mobile Phone,348,Qualified
Palla-Mani E-Waste Solutions,Hosur,Mobile Phone,301,Qualified
Gaba and Sons E-Waste Solutions,Chennai,Mobile Phone,638,Leads Generated
Ray-Varughese E-Waste Solutions,Hyderabad,Mobile Phone,551,Interested
Sathe-Sagar E-Waste Solutions,Visakhapatnam,E-Bike,656,Leads Generated
Borde-Jha E-Waste Solutions,Bengaluru,Laptop,203,Interested
"Patla, Bava and Bhat E-Waste Solutions",Hosur,EV Battery Packs,1227,LOI Received
"Lalla, Kota and Chaudhary E-Waste Solutions",Hosur,EV Battery Packs,1326,Contacted
Naidu LLC E-Waste Solutions,Hyderabad,Mobile Phone,1424,Interested
Raju-Aurora E-Waste Solutions,Bengaluru,E-Bike,1190,Contacted
"Chakraborty, Parekh and Sahota E-Waste Solutions",Hyderabad,Mobile Phone,453,Contacted
"Dara, Acharya and Andra E-Waste Solutions",Coimbatore,Mobile Phone,232,Qualified
Panchal and Sons E-Waste Solutions,Coimbatore,E-Scooter,1420,Qualified
"Tandon, Halder and Oza E-Waste Solutions",Visakhapatnam,E-Scooter,518,Leads Generated
Kata-Kothari E-Waste Solutions,Hyderabad,Laptop,1079,Contacted
Seth-Bath E-Waste Solutions,Bengaluru,Laptop,293,Qualified
Varma-Rajagopal E-Waste Solutions,Hosur,Laptop,636,Qualified
"Srivastava, Parikh and Bhandari E-Waste Solutions",Kochi,E-Scooter,1103,Leads Generated
Sheth Inc E-Waste Solutions,Hyderabad,Mobile Phone,784,Leads Generated
Maharaj-Lala E-Waste Solutions,Hyderabad,E-Bike,723,Leads Generated
Cheema LLC E-Waste Solutions,Hosur,Mobile Phone,319,Contacted
Kapadia Group E-Waste Solutions,Hosur,E-Bike,212,Contacted
Chander PLC E-Waste Solutions,Hosur,Mobile Phone,1334,Leads Generated
"Bobal, Memon and Dash E-Waste Solutions",Bengaluru,E-Bike,358,Contacted
Bahl Group E-Waste Solutions,Chennai,Mobile Phone,187,Contacted
Deo-Sood E-Waste Solutions,Visakhapatnam,Laptop,1292,Interested
Sinha Group E-Waste Solutions,Hyderabad,E-Bike,550,Qualified
Rattan Ltd E-Waste Solutions,Bengaluru,E-Bike,173,Leads Generated
"Toor, Munshi and Sawhney E-Waste Solutions",Coimbatore,E-Scooter,1018,Contacted
Kothari LLC E-Waste Solutions,Visakhapatnam,Laptop,873,Contacted
Singh-Anne E-Waste Solutions,Kochi,Mobile Phone,1399,Interested
Mand LLC E-Waste Solutions,Kochi,E-Scooter,509,Contacted
Chhabra-Khalsa E-Waste Solutions,Visakhapatnam,E-Bike,560,Contacted
Rajan Group E-Waste Solutions,Hosur,E-Scooter,1193,Leads Generated
Behl Ltd E-Waste Solutions,Coimbatore,Laptop,1321,Leads Generated
Ramaswamy-Handa E-Waste Solutions,Bengaluru,EV Battery Packs,749,Interested
Ravel-Nadkarni E-Waste Solutions,Hyderabad,E-Scooter,1204,Leads Generated
Shere-Lalla E-Waste Solutions,Coimbatore,EV Battery Packs,134,Contacted
Karnik PLC E-Waste Solutions,Chennai,EV Battery Packs,1273,Leads Generated
Manne PLC E-Waste Solutions,Bengaluru,E-Bike,186,Qualified
"Kara, Ahluwalia and Sahni E-Waste Solutions",Chennai,Mobile Phone,123,Interested
Shah-Dugar E-Waste Solutions,Hyderabad,E-Scooter,1116,Qualified
Chokshi Inc E-Waste Solutions,Hosur,Mobile Phone,892,Qualified
Gola Ltd E-Waste Solutions,Chennai,EV Battery Packs,1483,Leads Generated
"Singh, Barad and Mani E-Waste Solutions",Chennai,EV Battery Packs,124,Leads Generated
"Korpal, Loke and Hora E-Waste Solutions",Coimbatore,E-Bike,433,Leads Generated
Deep-Pradhan E-Waste Solutions,Hyderabad,E-Bike,363,Contacted
Saran-Sibal E-Waste Solutions,Coimbatore,E-Scooter,981,Contacted
Gole-Chaudhary E-Waste Solutions,Hosur,E-Scooter,795,Contacted
"Seth, Iyengar and Muni E-Waste Solutions",Hosur,E-Bike,1010,Interested
Sarna LLC E-Waste Solutions,Bengaluru,Mobile Phone,454,Leads Generated
Dayal Inc E-Waste Solutions,Chennai,E-Scooter,804,Qualified
Kalita and Sons E-Waste Solutions,Chennai,E-Scooter,1258,LOI Received
Pandit-Sani E-Waste Solutions,Hosur,E-Bike,478,Leads Generated
"Barad, Kota and Rana E-Waste Solutions",Bengaluru,E-Bike,194,Leads Generated
Bhagat-Nadig E-Waste Solutions,Chennai,Mobile Phone,674,Qualified
"Bera, Chawla and Chhabra E-Waste Solutions",Coimbatore,EV Battery Packs,675,Qualified
Nair-Patel E-Waste Solutions,Coimbatore,E-Scooter,218,Interested
"Verma, Gole and Ram E-Waste Solutions",Chennai,EV Battery Packs,892,Contacted
Hari LLC E-Waste Solutions,Kochi,E-Scooter,412,Leads Generated
Das LLC E-Waste Solutions,Hyderabad,Mobile Phone,1411,Leads Generated
Saran-Chakrabarti E-Waste Solutions,Coimbatore,EV Battery Packs,181,Qualified
"Pandya, Mahal and Memon E-Waste Solutions",Kochi,EV Battery Packs,606,Qualified
Mahal LLC E-Waste Solutions,Bengaluru,Mobile Phone,1491,LOI Received
Morar LLC E-Waste Solutions,Chennai,Mobile Phone,743,Contacted
"Naidu, Samra and Om E-Waste Solutions",Visakhapatnam,Mobile Phone,1285,Contacted
Roy-Ram E-Waste Solutions,Visakhapatnam,E-Bike,936,Leads Generated
"Thakur, Brar and Mander E-Waste Solutions",Coimbatore,Mobile Phone,1035,Leads Generated
Kamdar Inc E-Waste Solutions,Kochi,EV Battery Packs,922,Leads Generated
Dugar-Balakrishnan E-Waste Solutions,Visakhapatnam,E-Bike,433,Qualified
Kapoor-Dar E-Waste Solutions,Coimbatore,E-Scooter,666,Interested
Sarna-Balakrishnan E-Waste Solutions,Hosur,EV Battery Packs,222,Interested
"Reddy, Kalita and Contractor E-Waste Solutions",Chennai,E-Bike,1149,Qualified
Naik Ltd E-Waste Solutions,Chennai,EV Battery Packs,742,Interested
"Dhillon, Aggarwal and Borde E-Waste Solutions",Kochi,E-Bike,1082,Leads Generated
Oommen-Som E-Waste Solutions,Hosur,E-Scooter,346,Contacted
Kuruvilla-Memon E-Waste Solutions,Coimbatore,Laptop,415,Leads Generated
"Sundaram, Sawhney and Oommen E-Waste Solutions",Chennai,Laptop,249,Leads Generated
Arora Group E-Waste Solutions,Kochi,E-Scooter,1396,Qualified
Bawa and Sons E-Waste Solutions,Hyderabad,E-Scooter,1159,Leads Generated
Deshmukh Group E-Waste Solutions,Hosur,E-Scooter,1196,Contacted
"Memon, Ghosh and Subramaniam E-Waste Solutions",Kochi,Laptop,494,LOI Received
Mallick Inc E-Waste Solutions,Chennai,E-Bike,778,Contacted
Sengupta and Sons E-Waste Solutions,Coimbatore,Mobile Phone,134,Contacted
"Warrior, Rege and Sankar E-Waste Solutions",Coimbatore,EV Battery Packs,870,Leads Generated
Nanda LLC E-Waste Solutions,Bengaluru,E-Bike,839,Leads Generated
"Mangal, Barad and Barman E-Waste Solutions",Bengaluru,Laptop,353,Contacted
"Ray, Ganesh and Sant E-Waste Solutions",Hosur,Laptop,678,Interested
Loyal PLC E-Waste Solutions,Chennai,EV Battery Packs,527,Qualified
Kulkarni and Sons E-Waste Solutions,Hyderabad,EV Battery Packs,1076,Contacted
"Mohanty, Nazareth and Anand E-Waste Solutions",Hyderabad,Mobile Phone,672,Interested
Toor-Mitra E-Waste Solutions,Kochi,EV Battery Packs,945,Leads Generated
"Bakshi, Dugal and Karan E-Waste Solutions",Kochi,Laptop,215,Contacted
Prabhu Group E-Waste Solutions,Hosur,EV Battery Packs,580,Contacted
Tripathi-Shere E-Waste Solutions,Bengaluru,Mobile Phone,815,Leads Generated
"Dora, Boase and Choudhury E-Waste Solutions",Chennai,E-Scooter,715,Interested
Misra Group E-Waste Solutions,Visakhapatnam,Laptop,509,Contacted
Mangat Inc E-Waste Solutions,Visakhapatnam,EV Battery Packs,132,Leads Generated
Oommen Ltd E-Waste Solutions,Hosur,E-Scooter,377,Contacted
Pal and Sons E-Waste Solutions,Coimbatore,E-Bike,599,Interested
Ranganathan and Sons E-Waste Solutions,Bengaluru,E-Bike,332,Qualified
"Memon, Iyengar and Sekhon E-Waste Solutions",Kochi,E-Bike,142,Contacted
Munshi-Nath E-Waste Solutions,Kochi,Mobile Phone,353,Leads Generated
"Panchal, Suresh and Puri E-Waste Solutions",Kochi,E-Bike,596,Contacted
Pall Ltd E-Waste Solutions,Kochi,E-Bike,1186,LOI Received
Samra Group E-Waste Solutions,Coimbatore,Mobile Phone,1432,Contacted
"Goel, Bora and Sidhu E-Waste Solutions",Bengaluru,EV Battery Packs,1402,Leads Generated
Bose-Sarma E-Waste Solutions,Visakhapatnam,Laptop,1447,Interested
Sathe Inc E-Waste Solutions,Hyderabad,Mobile Phone,345,Leads Generated
Saran-Loke E-Waste Solutions,Chennai,Mobile Phone,480,Leads Generated
Goel-Bhargava E-Waste Solutions,Bengaluru,Mobile Phone,362,Qualified
"Kohli, Pau and Bera E-Waste Solutions",Coimbatore,E-Scooter,103,Contacted
Dhar-Anne E-Waste Solutions,Coimbatore,Mobile Phone,759,Interested
Pant-Nayak E-Waste Solutions,Chennai,Mobile Phone,556,Contacted
Pandit-Prabhu E-Waste Solutions,Visakhapatnam,Mobile Phone,654,Qualified
Srivastava-Sahni E-Waste Solutions,Kochi,E-Scooter,628,Contacted
Atwal-Madan E-Waste Solutions,Visakhapatnam,E-Bike,995,LOI Received
Divan and Sons E-Waste Solutions,Bengaluru,Laptop,1382,LOI Received
Raju Ltd E-Waste Solutions,Kochi,Laptop,597,Leads Generated
Saraf Group E-Waste Solutions,Bengaluru,Laptop,1422,Leads Generated
Dass Ltd E-Waste Solutions,Kochi,E-Bike,306,Contacted
Badal PLC E-Waste Solutions,Visakhapatnam,Mobile Phone,1091,Leads Generated
Menon Ltd E-Waste Solutions,Hosur,Mobile Phone,854,Contacted
Shan-Bahl E-Waste Solutions,Coimbatore,E-Bike,582,Leads Generated
"Sama, Mittal and Bir E-Waste Solutions",Chennai,E-Bike,915,Leads Generated
Wali Ltd E-Waste Solutions,Hyderabad,Mobile Phone,525,Contacted
Sidhu-Johal E-Waste Solutions,Hosur,E-Bike,111,Interested
"Rau, Gopal and Menon E-Waste Solutions",Hyderabad,E-Bike,1390,Leads Generated
Ghosh-Ramanathan E-Waste Solutions,Coimbatore,EV Battery Packs,866,Leads Generated
"Sarma, Gade and Majumdar E-Waste Solutions",Bengaluru,E-Bike,1394,Contacted
"Solanki, Sarkar and Oommen E-Waste Solutions",Hosur,E-Bike,315,Leads Generated
"Oza, Shere and Ramaswamy E-Waste Solutions",Chennai,EV Battery Packs,745,Leads Generated
"Rana, Bava and Dhar E-Waste Solutions",Chennai,Laptop,239,Contacted
Kant-Sachdeva E-Waste Solutions,Coimbatore,Laptop,1183,Contacted
Ravel-Mand E-Waste Solutions,Kochi,E-Scooter,502,Leads Generated
"Banerjee, Singh and Manda E-Waste Solutions",Bengaluru,EV Battery Packs,1492,Leads Generated
"Dave, Dhawan and Sehgal E-Waste Solutions",Bengaluru,E-Scooter,793,Qualified
"Padmanabhan, Panchal and Wable E-Waste Solutions",Hyderabad,EV Battery Packs,957,Contacted
Bhatti Ltd E-Waste Solutions,Kochi,Mobile Phone,307,Contacted
Ratta Ltd E-Waste Solutions,Hyderabad,Laptop,253,Leads Generated
Yohannan Group E-Waste Solutions,Bengaluru,E-Bike,1152,Contacted
Minhas PLC E-Waste Solutions,Hyderabad,E-Bike,1303,Qualified
Choudhry-Mall E-Waste Solutions,Bengaluru,E-Scooter,439,LOI Received
"Hegde, Pall and Sinha E-Waste Solutions",Chennai,E-Bike,913,Interested
"Pai, Muni and Sama E-Waste Solutions",Chennai,E-Bike,317,Contacted
Bajaj Group E-Waste Solutions,Coimbatore,E-Bike,1337,Leads Generated
Dey LLC E-Waste Solutions,Hosur,E-Bike,398,Contacted
Mand Group E-Waste Solutions,Visakhapatnam,E-Scooter,1168,Qualified
Handa and Sons E-Waste Solutions,Coimbatore,E-Bike,107,Contacted
"Dugar, Varughese and Seth E-Waste Solutions",Chennai,Mobile Phone,1152,Leads Generated
Mishra-Chatterjee E-Waste Solutions,Hyderabad,E-Scooter,520,Interested
Verma-Mangat E-Waste Solutions,Kochi,EV Battery Packs,1281,Interested
Bala and Sons E-Waste Solutions,Visakhapatnam,Laptop,685,Contacted
"Anand, Seshadri and Kumer E-Waste Solutions",Hyderabad,EV Battery Packs,108,Interested
Raman-Kar E-Waste Solutions,Visakhapatnam,E-Scooter,1300,Contacted
Toor-Jani E-Waste Solutions,Hosur,E-Bike,1376,Qualified
Raju PLC E-Waste Solutions,Bengaluru,Laptop,673,Leads Generated
Guha-Gaba E-Waste Solutions,Kochi,E-Bike,242,Contacted
"Nazareth, Halder and Konda E-Waste Solutions",Kochi,E-Scooter,761,Leads Generated
Thaker-Saxena E-Waste Solutions,Hosur,Mobile Phone,520,Qualified
"Gole, Tripathi and Manda E-Waste Solutions",Hyderabad,Laptop,786,Contacted
"Wali, Chaudhary and Chander E-Waste Solutions",Hyderabad,Laptop,922,Leads Generated
Tank-Magar E-Waste Solutions,Kochi,E-Bike,609,LOI Received
Shah-Pandit E-Waste Solutions,Hosur,Mobile Phone,1279,LOI Received
Dua PLC E-Waste Solutions,Kochi,E-Bike,654,Leads Generated
Varty-Wason E-Waste Solutions,Bengaluru,Laptop,797,Contacted
Sahota LLC E-Waste Solutions,Bengaluru,Mobile Phone,943,Qualified
Handa-Mann E-Waste Solutions,Kochi,E-Bike,424,Leads Generated
Kunda-Chhabra E-Waste Solutions,Coimbatore,Mobile Phone,561,Leads Generated
"Vohra, Boase and Walia E-Waste Solutions",Bengaluru,E-Scooter,707,Leads Generated
Patla-Sur E-Waste Solutions,Kochi,EV Battery Packs,359,Leads Generated
Munshi-Setty E-Waste Solutions,Kochi,Mobile Phone,540,Contacted
Mohan-Pandit E-Waste Solutions,Hyderabad,E-Scooter,622,Contacted
"Nagy, Ben and Kant E-Waste Solutions",Coimbatore,E-Scooter,1372,Qualified
"Patla, Nazareth and Balay E-Waste Solutions",Hosur,E-Bike,1486,Qualified
Khosla LLC E-Waste Solutions,Visakhapatnam,EV Battery Packs,169,Leads Generated
"Apte, Solanki and Deol E-Waste Solutions",Hyderabad,Mobile Phone,529,Leads Generated
"Kapur, Mand and Bail E-Waste Solutions",Hosur,EV Battery Packs,150,Qualified
Venkatesh-Srinivas E-Waste Solutions,Visakhapatnam,E-Bike,1063,Interested
"Rege, Sarin and Guha E-Waste Solutions",Hyderabad,E-Scooter,180,Qualified
Brahmbhatt-Balan E-Waste Solutions,Hyderabad,Laptop,408,Leads Generated
"Shroff, Dhar and Batta E-Waste Solutions",Hyderabad,EV Battery Packs,839,Leads Generated
Purohit Inc E-Waste Solutions,Kochi,Laptop,1308,LOI Received
Choudhry LLC E-Waste Solutions,Visakhapatnam,E-Bike,1405,Qualified
Narayanan-Som E-Waste Solutions,Coimbatore,E-Scooter,932,Interested
Sathe-Nagarajan E-Waste Solutions,Hosur,Laptop,153,LOI Received
Ratti-Chokshi E-Waste Solutions,Kochi,EV Battery Packs,764,Leads Generated
Jayaraman PLC E-Waste Solutions,Chennai,E-Scooter,704,Leads Generated
"Koshy, Narula and Sridhar E-Waste Solutions",Visakhapatnam,E-Scooter,550,Leads Generated
Mander LLC E-Waste Solutions,Hosur,E-Bike,1399,Contacted
"Mangal, Palla and Chaudhari E-Waste Solutions",Coimbatore,Laptop,175,Contacted
"Pradhan, Som and Kapoor E-Waste Solutions",Kochi,E-Scooter,107,Qualified
Joshi-Dave E-Waste Solutions,Visakhapatnam,E-Scooter,931,Interested
Issac Group E-Waste Solutions,Hyderabad,EV Battery Packs,849,Interested
"Kakar, Mitra and Gill E-Waste Solutions",Hyderabad,E-Scooter,1489,Contacted
Kulkarni PLC E-Waste Solutions,Hyderabad,E-Scooter,883,Contacted
Munshi and Sons E-Waste Solutions,Coimbatore,E-Bike,571,Leads Generated
Basu Ltd E-Waste Solutions,Visakhapatnam,E-Scooter,211,LOI Received
"Nadkarni, Loke and Bala E-Waste Solutions",Bengaluru,Mobile Phone,224,Contacted
Pandit LLC E-Waste Solutions,Kochi,E-Scooter,1315,Contacted
"Khalsa, Toor and Dar E-Waste Solutions",Chennai,E-Bike,756,Contacted
"Misra, Sekhon and Goswami E-Waste Solutions",Visakhapatnam,Mobile Phone,1043,Qualified
Prashad-Amble E-Waste Solutions,Hosur,E-Bike,1289,Contacted
"Borra, Mallick and Sen E-Waste Solutions",Hyderabad,EV Battery Packs,513,Leads Generated
"Mody, Modi and Chauhan E-Waste Solutions",Chennai,E-Scooter,660,Contacted
Randhawa Group E-Waste Solutions,Coimbatore,Laptop,1117,Leads Generated
"Sen, Ramanathan and Nanda E-Waste Solutions",Hosur,E-Bike,200,Leads Generated
Ramachandran PLC E-Waste Solutions,Coimbatore,Laptop,929,LOI Received
"Mand, Reddy and Sha E-Waste Solutions",Kochi,Mobile Phone,145,Leads Generated
Balay-Kaul E-Waste Solutions,Kochi,EV Battery Packs,573,Leads Generated
Pal-Borde E-Waste Solutions,Visakhapatnam,E-Bike,888,Qualified
Iyengar-Som E-Waste Solutions,Chennai,Laptop,678,Leads Generated
Dey Ltd E-Waste Solutions,Chennai,E-Bike,1159,Leads Generated
Desai-Korpal E-Waste Solutions,Hyderabad,E-Scooter,875,Contacted
Manne Inc E-Waste Solutions,Kochi,Mobile Phone,161,Leads Generated
"Virk, Mahajan and Wadhwa E-Waste Solutions",Kochi,Laptop,1167,Qualified
Natt-Behl E-Waste Solutions,Visakhapatnam,E-Scooter,1483,Interested
Bhatia Inc E-Waste Solutions,Kochi,E-Bike,906,Interested
"Kapadia, Barman and Joshi E-Waste Solutions",Hyderabad,Laptop,301,Contacted
Vohra Inc E-Waste Solutions,Chennai,E-Bike,808,Leads Generated
Bir and Sons E-Waste Solutions,Visakhapatnam,Laptop,300,Leads Generated
Luthra Inc E-Waste Solutions,Chennai,Laptop,1057,Qualified
Raj LLC E-Waste Solutions,Visakhapatnam,Laptop,1361,Leads Generated
Borah LLC E-Waste Solutions,Chennai,Laptop,186,Interested
"Mital, Dua and Bath E-Waste Solutions",Hyderabad,EV Battery Packs,936,Qualified
"Sarin, Lad and Keer E-Waste Solutions",Chennai,Mobile Phone,623,Leads Generated
Jani PLC E-Waste Solutions,Chennai,E-Scooter,632,Leads Generated
Gupta-Wable E-Waste Solutions,Hosur,Laptop,901,Interested
Mand-Bora E-Waste Solutions,Coimbatore,E-Scooter,1000,Qualified
"Srinivasan, Raval and Varughese E-Waste Solutions",Coimbatore,EV Battery Packs,413,Qualified
"Pai, Khosla and Chauhan E-Waste Solutions",Hosur,EV Battery Packs,1487,Qualified
"Chaudhari, Randhawa and Palla E-Waste Solutions",Kochi,E-Bike,257,Leads Generated
Munshi-Pillay E-Waste Solutions,Bengaluru,E-Bike,1047,Contacted
"Ahluwalia, Varghese and Karpe E-Waste Solutions",Chennai,E-Bike,140,Leads Generated
Roy-Puri E-Waste Solutions,Bengaluru,EV Battery Packs,583,Contacted
Bora LLC E-Waste Solutions,Visakhapatnam,E-Bike,1148,Qualified
"Balay, Cheema and Brar E-Waste Solutions",Bengaluru,Mobile Phone,1157,Leads Generated
Ganesh LLC E-Waste Solutions,Hyderabad,Mobile Phone,1230,Interested
Parsa PLC E-Waste Solutions,Hyderabad,Mobile Phone,145,Contacted
"Sood, Sane and Agate E-Waste Solutions",Hosur,Mobile Phone,1125,Contacted
Khosla and Sons E-Waste Solutions,Bengaluru,E-Bike,152,Leads Generated
Magar-Khalsa E-Waste Solutions,Chennai,EV Battery Packs,1050,Leads Generated
"Banerjee, Narayan and Bir E-Waste Solutions",Kochi,E-Scooter,1326,LOI Received
Kanda-Rajan E-Waste Solutions,Bengaluru,EV Battery Packs,222,Leads Generated
Verma-Hayre E-Waste Solutions,Kochi,Laptop,1279,Qualified
Gara-Bedi E-Waste Solutions,Bengaluru,Mobile Phone,1493,Contacted
Lall and Sons E-Waste Solutions,Hyderabad,E-Bike,1167,Leads Generated
Devan PLC E-Waste Solutions,Coimbatore,Laptop,1125,Leads Generated
"Dhillon, Saxena and Rao E-Waste Solutions",Hyderabad,Laptop,876,Qualified
Tata Group E-Waste Solutions,Bengaluru,E-Scooter,802,Contacted
Ranganathan-Chahal E-Waste Solutions,Hyderabad,EV Battery Packs,913,Leads Generated
"Ravel, Sheth and Hora E-Waste Solutions",Bengaluru,Laptop,336,Contacted
Sarkar Group E-Waste Solutions,Coimbatore,Laptop,887,Contacted
Varkey-D’Alia E-Waste Solutions,Visakhapatnam,Mobile Phone,869,LOI Received
Pandey PLC E-Waste Solutions,Hosur,EV Battery Packs,627,Contacted
"Dhillon, Lad and Behl E-Waste Solutions",Chennai,Laptop,481,Qualified
"Banerjee, Pradhan and Lanka E-Waste Solutions",Chennai,E-Bike,791,Leads Generated
Trivedi-Chhabra E-Waste Solutions,Hyderabad,EV Battery Packs,984,Contacted
Varty Group E-Waste Solutions,Coimbatore,Laptop,1230,Contacted
Kapadia and Sons E-Waste Solutions,Hosur,E-Scooter,645,Qualified
Chand Ltd E-Waste Solutions,Visakhapatnam,E-Bike,740,Leads Generated
Mody-Gokhale E-Waste Solutions,Hosur,Laptop,462,Interested
